src_id,tgt_id,src_title,tgt_title
50000.50700.50704,50704,"{'cs': 'Environmentální vědy (sociální hlediska)', 'en': 'Environmental sciences (social aspects)'}","{'cs': 'Environmentální vědy (sociální hlediska)', 'en': 'Environmental sciences (social aspects)'}"
50000.50800,50800,"{'cs': 'Média a komunikace', 'en': 'Media and communications'}","{'cs': 'Média a komunikace', 'en': 'Media and communications'}"
50000.50800.50801,50801,"{'cs': 'Žurnalistika', 'en': 'Journalism'}","{'cs': 'Žurnalistika', 'en': 'Journalism'}"
50000.50800.50802,50802,"{'cs': 'Mediální a sociokulturní komunikace', 'en': 'Media and socio-cultural communication'}","{'cs': 'Mediální a sociokulturní komunikace', 'en': 'Media and socio-cultural communication'}"
50000.50800.50803,50803,"{'cs': 'Informační věda (sociální aspekty)', 'en': 'Information science (social aspects)'}","{'cs': 'Informační věda (sociální aspekty)', 'en': 'Information science (social aspects)'}"
50000.50800.50804,50804,"{'cs': 'Knihovnictví', 'en': 'Library science'}","{'cs': 'Knihovnictví', 'en': 'Library science'}"
50000.50900,50900,"{'cs': 'Ostatní společenské vědy', 'en': 'Other social sciences'}","{'cs': 'Ostatní společenské vědy', 'en': 'Other social sciences'}"
50000.50900.50901,50901,"{'cs': 'Ostatní společenské vědy', 'en': 'Other social sciences'}","{'cs': 'Ostatní společenské vědy', 'en': 'Other social sciences'}"
50000.50900.50902,50902,"{'cs': 'Společenské vědy interdisciplinární', 'en': 'Social sciences, interdisciplinary'}","{'cs': 'Společenské vědy interdisciplinární', 'en': 'Social sciences, interdisciplinary'}"
60000,60000,"{'cs': 'Humanitní vědy a umění', 'en': 'Humanities and the arts'}","{'cs': 'Humanitní vědy a umění', 'en': 'Humanities and the arts'}"
60000.60100,60100,"{'cs': 'Historie a archeologie', 'en': 'History and archaeology'}","{'cs': 'Historie a archeologie', 'en': 'History and archaeology'}"
60000.60100.60101,60101,"{'cs': 'Historie', 'en': 'History'}","{'cs': 'Historie', 'en': 'History'}"
60000.60100.60102,60102,"{'cs': 'Archeologie', 'en': 'Archaeology'}","{'cs': 'Archeologie', 'en': 'Archaeology'}"
60000.60200,60200,"{'cs': 'Jazyky a literatura', 'en': 'Languages and literature'}","{'cs': 'Jazyky a literatura', 'en': 'Languages and literature'}"
60000.60200.60201,60201,"{'cs': 'Všeobecné jazykové studie', 'en': 'General language studies'}","{'cs': 'Všeobecné jazykové studie', 'en': 'General language studies'}"
60000.60200.60202,60202,"{'cs': 'Specifické jazyky', 'en': 'Specific languages'}","{'cs': 'Specifické jazyky', 'en': 'Specific languages'}"
60000.60200.60203,60203,"{'cs': 'Lingvistika', 'en': 'Linguistics'}","{'cs': 'Lingvistika', 'en': 'Linguistics'}"
60000.60200.60204,60204,"{'cs': 'Všeobecné studie literatury', 'en': 'General literature studies'}","{'cs': 'Všeobecné studie literatury', 'en': 'General literature studies'}"
60000.60200.60205,60205,"{'cs': 'Teorie literatury', 'en': 'Literary theory'}","{'cs': 'Teorie literatury', 'en': 'Literary theory'}"
60000.60200.60206,60206,"{'cs': 'Specifická literatura', 'en': 'Specific literatures'}","{'cs': 'Specifická literatura', 'en': 'Specific literatures'}"
60000.60300,60300,"{'cs': 'Filozofie, etika a náboženství', 'en': 'Philosophy, ethics and religion'}","{'cs': 'Filozofie, etika a náboženství', 'en': 'Philosophy, ethics and religion'}"
10000.10400.10404,10404,"{'cs': 'Chemie polymerů', 'en': 'Polymer science'}","{'cs': 'Chemie polymerů', 'en': 'Polymer science'}"
10000.10200.10201,10201,"{'cs': 'Počítačové vědy, informační věda, bioinformatika', 'en': 'Computer sciences, information science, bioinformathics'}","{'cs': 'Počítačové vědy, informační věda, bioinformatika', 'en': 'Computer sciences, information science, bioinformathics'}"
10000.10300,10300,"{'cs': 'Fyzikální vědy', 'en': 'Physical sciences'}","{'cs': 'Fyzikální vědy', 'en': 'Physical sciences'}"
10000.10300.10301,10301,"{'cs': 'Atomová fyzika, molekulární a chemická fyzika (fyzika atomů a molekul včetně srážek, interakcí s radiací, magnetická rezonance, Mössbauerův jev)', 'en': 'Atomic, molecular and chemical physics (physics of atoms and molecules including collision, interaction with radiation, magnetic resonances, Mössbauer effect)'}","{'cs': 'Atomová fyzika, molekulární a chemická fyzika (fyzika atomů a molekul včetně srážek, interakcí s radiací, magnetická rezonance, Mössbauerův jev)', 'en': 'Atomic, molecular and chemical physics (physics of atoms and molecules including collision, interaction with radiation, magnetic resonances, Mössbauer effect)'}"
10000.10300.10302,10302,"{'cs': 'Fyzika kondenzovaných látek (zahrnuje fyziku pevných látek, supravodivost)', 'en': 'Condensed matter physics (including formerly solid state physics, supercond.)'}","{'cs': 'Fyzika kondenzovaných látek (zahrnuje fyziku pevných látek, supravodivost)', 'en': 'Condensed matter physics (including formerly solid state physics, supercond.)'}"
10000.10300.10303,10303,"{'cs': 'Fyzika částic', 'en': 'Particles and field physics'}","{'cs': 'Fyzika částic', 'en': 'Particles and field physics'}"
10000.10300.10304,10304,"{'cs': 'Atomová fyzika', 'en': 'Nuclear physics'}","{'cs': 'Atomová fyzika', 'en': 'Nuclear physics'}"
10000.10300.10305,10305,"{'cs': 'Fyzika kapalin a plazmatu (zahrnuje fyziku povrchů)', 'en': 'Fluids and plasma physics (including surface physics)'}","{'cs': 'Fyzika kapalin a plazmatu (zahrnuje fyziku povrchů)', 'en': 'Fluids and plasma physics (including surface physics)'}"
10000.10300.10306,10306,"{'cs': 'Optika (zahrnuje laserovou optiku, kvantovou optiku)', 'en': 'Optics (including laser optics and quantum optics)'}","{'cs': 'Optika (zahrnuje laserovou optiku, kvantovou optiku)', 'en': 'Optics (including laser optics and quantum optics)'}"
10000.10300.10307,10307,"{'cs': 'Akustika', 'en': 'Acoustics'}","{'cs': 'Akustika', 'en': 'Acoustics'}"
10000.10300.10308,10308,"{'cs': 'Astronomie (zahrnuje astrofyziku, vědu o vesmíru)', 'en': 'Astronomy (including astrophysics, space science)'}","{'cs': 'Astronomie (zahrnuje astrofyziku, vědu o vesmíru)', 'en': 'Astronomy (including astrophysics, space science)'}"
10000.10400,10400,"{'cs': 'Chemické vědy', 'en': 'Chemical sciences'}","{'cs': 'Chemické vědy', 'en': 'Chemical sciences'}"
10000.10400.10401,10401,"{'cs': 'Organická chemie', 'en': 'Organic chemistry'}","{'cs': 'Organická chemie', 'en': 'Organic chemistry'}"
10000.10400.10402,10402,"{'cs': 'Anorganická a jaderná chemie', 'en': 'Inorganic and nuclear chemistry'}","{'cs': 'Anorganická a jaderná chemie', 'en': 'Inorganic and nuclear chemistry'}"
10000.10400.10403,10403,"{'cs': 'Fyzikální chemie', 'en': 'Physical chemistry'}","{'cs': 'Fyzikální chemie', 'en': 'Physical chemistry'}"
10000.10400.10405,10405,"{'cs': 'Elektrochemie (zahrnuje suché články, baterie, palivové články, korozní kovy, elektrolýzu)', 'en': 'Electrochemistry (dry cells, batteries, fuel cells, corrosion metals, electrolysis)'}","{'cs': 'Elektrochemie (zahrnuje suché články, baterie, palivové články, korozní kovy, elektrolýzu)', 'en': 'Electrochemistry (dry cells, batteries, fuel cells, corrosion metals, electrolysis)'}"
10000.10400.10406,10406,"{'cs': 'Analytická chemie', 'en': 'Analytical chemistry'}","{'cs': 'Analytická chemie', 'en': 'Analytical chemistry'}"
10000.10500,10500,"{'cs': 'Vědy o Zemi a související environmentální vědy', 'en': 'Earth and related environmental sciences'}","{'cs': 'Vědy o Zemi a související environmentální vědy', 'en': 'Earth and related environmental sciences'}"
10000.10500.10501,10501,"{'cs': 'Hydrologie', 'en': 'Hydrology'}","{'cs': 'Hydrologie', 'en': 'Hydrology'}"
10000.10500.10502,10502,"{'cs': 'Oceánografie', 'en': 'Oceanography'}","{'cs': 'Oceánografie', 'en': 'Oceanography'}"
10000.10500.10503,10503,"{'cs': 'Vodní zdroje', 'en': 'Water resources'}","{'cs': 'Vodní zdroje', 'en': 'Water resources'}"
10000.10500.10504,10504,"{'cs': 'Mineralogie', 'en': 'Mineralogy'}","{'cs': 'Mineralogie', 'en': 'Mineralogy'}"
10000.10500.10505,10505,"{'cs': 'Geologie', 'en': 'Geology'}","{'cs': 'Geologie', 'en': 'Geology'}"
10000.10500.10506,10506,"{'cs': 'Paleontologie', 'en': 'Paleontology'}","{'cs': 'Paleontologie', 'en': 'Paleontology'}"
10000.10500.10507,10507,"{'cs': 'Vulkanologie', 'en': 'Volcanology'}","{'cs': 'Vulkanologie', 'en': 'Volcanology'}"
10000.10500.10508,10508,"{'cs': 'Fyzická geografie', 'en': 'Physical geography'}","{'cs': 'Fyzická geografie', 'en': 'Physical geography'}"
10000.10600.10611,10611,"{'cs': 'Botanika', 'en': 'Plant sciences, botany'}","{'cs': 'Botanika', 'en': 'Plant sciences, botany'}"
10000.10600.10612,10612,"{'cs': 'Mykologie', 'en': 'Mycology'}","{'cs': 'Mykologie', 'en': 'Mycology'}"
10000,10000,"{'cs': 'Přírodní vědy', 'en': 'Natural sciences'}","{'cs': 'Přírodní vědy', 'en': 'Natural sciences'}"
10000.10600.10613,10613,"{'cs': 'Zoologie', 'en': 'Zoology'}","{'cs': 'Zoologie', 'en': 'Zoology'}"
10000.10600.10614,10614,"{'cs': 'Behaviorální biologie', 'en': 'Behavioral sciences biology'}","{'cs': 'Behaviorální biologie', 'en': 'Behavioral sciences biology'}"
10000.10600.10602,10602,"{'cs': 'Biologie (teoretická, matematická, termální, kryobiologie, biologický rytmus), evoluční biologie', 'en': 'Biology (theoretical, mathematical, thermal, cryobiology, biological rhythm), evolutionary biology'}","{'cs': 'Biologie (teoretická, matematická, termální, kryobiologie, biologický rytmus), evoluční biologie', 'en': 'Biology (theoretical, mathematical, thermal, cryobiology, biological rhythm), evolutionary biology'}"
10000.10600.10603,10603,"{'cs': 'Genetika a dědičnost', 'en': 'Genetics and heredity'}","{'cs': 'Genetika a dědičnost', 'en': 'Genetics and heredity'}"
10000.10600.10604,10604,"{'cs': 'Reprodukční biologie', 'en': 'Reproductive biology'}","{'cs': 'Reprodukční biologie', 'en': 'Reproductive biology'}"
10000.10600.10605,10605,"{'cs': 'Vývojová biologie', 'en': 'Developmental biology'}","{'cs': 'Vývojová biologie', 'en': 'Developmental biology'}"
10000.10600.10606,10606,"{'cs': 'Mikrobiologie', 'en': 'Microbiology'}","{'cs': 'Mikrobiologie', 'en': 'Microbiology'}"
10000.10600.10607,10607,"{'cs': 'Virologie', 'en': 'Virology'}","{'cs': 'Virologie', 'en': 'Virology'}"
10000.10600.10608,10608,"{'cs': 'Biochemie a molekulární biologie', 'en': 'Biochemistry and molecular biology'}","{'cs': 'Biochemie a molekulární biologie', 'en': 'Biochemistry and molecular biology'}"
10000.10600.10609,10609,"{'cs': 'Biochemické výzkumné metody', 'en': 'Biochemical research methods'}","{'cs': 'Biochemické výzkumné metody', 'en': 'Biochemical research methods'}"
10000.10600.10610,10610,"{'cs': 'Biofyzika', 'en': 'Biophysics'}","{'cs': 'Biofyzika', 'en': 'Biophysics'}"
20000.20100.20102,20102,"{'cs': 'Konstrukční inženýrství, výstavba měst', 'en': 'Construction engineering, municipal and structural engineering'}","{'cs': 'Konstrukční inženýrství, výstavba měst', 'en': 'Construction engineering, municipal and structural engineering'}"
20000.20100.20103,20103,"{'cs': 'Architektura', 'en': 'Architecture engineering'}","{'cs': 'Architektura', 'en': 'Architecture engineering'}"
20000.20100.20104,20104,"{'cs': 'Dopravní inženýrství', 'en': 'Transport engineering'}","{'cs': 'Dopravní inženýrství', 'en': 'Transport engineering'}"
20000.20200,20200,"{'cs': 'Elektrotechnika, elektronika', 'en': 'Electrical engineering, electronic engineering, information engineering'}","{'cs': 'Elektrotechnika, elektronika', 'en': 'Electrical engineering, electronic engineering, information engineering'}"
20000.20200.20201,20201,"{'cs': 'Elektrotechnika, elektronika', 'en': 'Electrical and electronic engineering'}","{'cs': 'Elektrotechnika, elektronika', 'en': 'Electrical and electronic engineering'}"
20000.20200.20202,20202,"{'cs': 'Sdělovací technika a systémy', 'en': 'Communication engineering and systems'}","{'cs': 'Sdělovací technika a systémy', 'en': 'Communication engineering and systems'}"
20000.20200.20203,20203,"{'cs': 'Telekomunikace', 'en': 'Telecommunications'}","{'cs': 'Telekomunikace', 'en': 'Telecommunications'}"
20000.20200.20204,20204,"{'cs': 'Robotika a automatické řízení', 'en': 'Robotics and automatic control'}","{'cs': 'Robotika a automatické řízení', 'en': 'Robotics and automatic control'}"
20000.20200.20205,20205,"{'cs': 'Automatizace a kontrola systémů', 'en': 'Automation and control systems'}","{'cs': 'Automatizace a kontrola systémů', 'en': 'Automation and control systems'}"
20000.20200.20206,20206,"{'cs': 'Počítačový hardware a architektura', 'en': 'Computer hardware and architecture'}","{'cs': 'Počítačový hardware a architektura', 'en': 'Computer hardware and architecture'}"
20000.20300,20300,"{'cs': 'Strojní inženýrství', 'en': 'Mechanical engineering'}","{'cs': 'Strojní inženýrství', 'en': 'Mechanical engineering'}"
20000.20300.20301,20301,"{'cs': 'Strojní inženýrství', 'en': 'Mechanical engineering'}","{'cs': 'Strojní inženýrství', 'en': 'Mechanical engineering'}"
20000.20300.20302,20302,"{'cs': 'Aplikovaná mechanika', 'en': 'Applied mechanics'}","{'cs': 'Aplikovaná mechanika', 'en': 'Applied mechanics'}"
20000.20300.20303,20303,"{'cs': 'Termodynamika', 'en': 'Thermodynamics'}","{'cs': 'Termodynamika', 'en': 'Thermodynamics'}"
20000.20300.20304,20304,"{'cs': 'Letecké inženýrství', 'en': 'Aerospace engineering'}","{'cs': 'Letecké inženýrství', 'en': 'Aerospace engineering'}"
20000.20300.20305,20305,"{'cs': 'Jaderné inženýrství', 'en': 'Nuclear related engineering'}","{'cs': 'Jaderné inženýrství', 'en': 'Nuclear related engineering'}"
20000.20300.20306,20306,"{'cs': 'Audio inženýrství, analýzy spolehlivosti', 'en': 'Audio engineering, reliability analysis'}","{'cs': 'Audio inženýrství, analýzy spolehlivosti', 'en': 'Audio engineering, reliability analysis'}"
20000.20400,20400,"{'cs': 'Chemické inženýrství', 'en': 'Chemical engineering'}","{'cs': 'Chemické inženýrství', 'en': 'Chemical engineering'}"
20000.20500.20503,20503,"{'cs': 'Textilie (zahrnuje umělá barviva, barvy, vlákna)', 'en': 'Textiles (including synthetic dyes, colours, fibres)'}","{'cs': 'Textilie (zahrnuje umělá barviva, barvy, vlákna)', 'en': 'Textiles (including synthetic dyes, colours, fibres)'}"
20000.20500.20504,20504,"{'cs': 'Keramika', 'en': 'Ceramics'}","{'cs': 'Keramika', 'en': 'Ceramics'}"
20000.20500.20505,20505,"{'cs': 'Kompozity (zahrnuje lamináty, vyztužené plasty, cermety, kombinovaná přírodní a umělá vlákna a tkaniny, plněné kompozity)', 'en': 'Composites (including laminates, reinforced plastics, cermets, combined natural and synthetic fibre fabrics; filled composites)'}","{'cs': 'Kompozity (zahrnuje lamináty, vyztužené plasty, cermety, kombinovaná přírodní a umělá vlákna a tkaniny, plněné kompozity)', 'en': 'Composites (including laminates, reinforced plastics, cermets, combined natural and synthetic fibre fabrics; filled composites)'}"
20000.20500.20506,20506,"{'cs': 'Nátěry a fólie', 'en': 'Coating and films'}","{'cs': 'Nátěry a fólie', 'en': 'Coating and films'}"
20000.20600,20600,"{'cs': 'Lékařské inženýrství', 'en': 'Medical engineering'}","{'cs': 'Lékařské inženýrství', 'en': 'Medical engineering'}"
20000.20600.20601,20601,"{'cs': 'Lékařské inženýrství', 'en': 'Medical engineering'}","{'cs': 'Lékařské inženýrství', 'en': 'Medical engineering'}"
20000.20600.20602,20602,"{'cs': 'Lékařské laboratorní technologie (laboratorní analýzy vzorků, diagnostické technologie)', 'en': 'Medical laboratory technology (including laboratory samples analysis, diagnostic technologies)'}","{'cs': 'Lékařské laboratorní technologie (laboratorní analýzy vzorků, diagnostické technologie)', 'en': 'Medical laboratory technology (including laboratory samples analysis, diagnostic technologies)'}"
20000.20700,20700,"{'cs': 'Environmentální inženýrství', 'en': 'Environmental engineering'}","{'cs': 'Environmentální inženýrství', 'en': 'Environmental engineering'}"
20000.20700.20701,20701,"{'cs': 'Environmentální a geologické inženýrství, geotechnika', 'en': 'Environmental and geological engineering, geotechnics'}","{'cs': 'Environmentální a geologické inženýrství, geotechnika', 'en': 'Environmental and geological engineering, geotechnics'}"
20000.20700.20702,20702,"{'cs': 'Ropné inženýrství (paliva, oleje)', 'en': 'Petroleum engineering (fuel, oils)'}","{'cs': 'Ropné inženýrství (paliva, oleje)', 'en': 'Petroleum engineering (fuel, oils)'}"
20000.20700.20703,20703,"{'cs': 'Těžba a zpracování minerálů', 'en': 'Mining and mineral processing'}","{'cs': 'Těžba a zpracování minerálů', 'en': 'Mining and mineral processing'}"
20000.20700.20704,20704,"{'cs': 'Energie a paliva', 'en': 'Energy and fuels'}","{'cs': 'Energie a paliva', 'en': 'Energy and fuels'}"
20000.20700.20705,20705,"{'cs': 'Dálkový průzkum Země', 'en': 'Remote sensing'}","{'cs': 'Dálkový průzkum Země', 'en': 'Remote sensing'}"
20000.20700.20706,20706,"{'cs': 'Námořní inženýrství, mořská plavidla', 'en': 'Marine engineering, sea vessels'}","{'cs': 'Námořní inženýrství, mořská plavidla', 'en': 'Marine engineering, sea vessels'}"
20000.20700.20707,20707,"{'cs': 'Oceánské inženýrství', 'en': 'Ocean engineering'}","{'cs': 'Oceánské inženýrství', 'en': 'Ocean engineering'}"
20000.20800,20800,"{'cs': 'Environmentální biotechnologie', 'en': 'Environmental biotechnology'}","{'cs': 'Environmentální biotechnologie', 'en': 'Environmental biotechnology'}"
20000.20800.20801,20801,"{'cs': 'Environmentální biotechnologie', 'en': 'Environmental biotechnology'}","{'cs': 'Environmentální biotechnologie', 'en': 'Environmental biotechnology'}"
30000.30200.30224,30224,"{'cs': 'Radiologie, nukleární medicína a lékařské zobrazování', 'en': 'Radiology, nuclear medicine and medical imaging'}","{'cs': 'Radiologie, nukleární medicína a lékařské zobrazování', 'en': 'Radiology, nuclear medicine and medical imaging'}"
20000.20800.20802,20802,"{'cs': 'Bioléčba, diagnostické biotechnologie (zlomky DNA a biosenzory) v environmentálním managementu', 'en': 'Bioremediation, diagnostic biotechnologies (DNA chips and biosensing devices) in environmental management'}","{'cs': 'Bioléčba, diagnostické biotechnologie (zlomky DNA a biosenzory) v environmentálním managementu', 'en': 'Bioremediation, diagnostic biotechnologies (DNA chips and biosensing devices) in environmental management'}"
20000.20800.20803,20803,"{'cs': 'Environmentální biotechnologie související s etikou', 'en': 'Environmental biotechnology related ethics'}","{'cs': 'Environmentální biotechnologie související s etikou', 'en': 'Environmental biotechnology related ethics'}"
20000.20900,20900,"{'cs': 'Průmyslové biotechnologie', 'en': 'Industrial biotechnology'}","{'cs': 'Průmyslové biotechnologie', 'en': 'Industrial biotechnology'}"
20000.20900.20901,20901,"{'cs': 'Průmyslové biotechnologie', 'en': 'Industrial biotechnology'}","{'cs': 'Průmyslové biotechnologie', 'en': 'Industrial biotechnology'}"
20000.20900.20902,20902,"{'cs': 'Technologie biovýroby (průmyslové procesy spoléhající se na biologické činitele k řízení procesů), biokatalyzátory, fermentace', 'en': 'Bioprocessing technologies (industrial processes relying on biological agents to drive the process) biocatalysis, fermentation'}","{'cs': 'Technologie biovýroby (průmyslové procesy spoléhající se na biologické činitele k řízení procesů), biokatalyzátory, fermentace', 'en': 'Bioprocessing technologies (industrial processes relying on biological agents to drive the process) biocatalysis, fermentation'}"
20000.20900.20903,20903,"{'cs': 'Biovýrobky (výrobky, které jsou vyráběny s použitím biologických materiálů jako výchozích produktů), biomateriály, bioplasty, biopaliva, bioodvozené celkové a čisté chemikálie, bioodvozené nové materiály', 'en': 'Bioproducts (products that are manufactured using biological material as feedstock) biomaterials, bioplastics, biofuels, bioderived bulk and fine chemicals, bio-derived novel materials'}","{'cs': 'Biovýrobky (výrobky, které jsou vyráběny s použitím biologických materiálů jako výchozích produktů), biomateriály, bioplasty, biopaliva, bioodvozené celkové a čisté chemikálie, bioodvozené nové materiály', 'en': 'Bioproducts (products that are manufactured using biological material as feedstock) biomaterials, bioplastics, biofuels, bioderived bulk and fine chemicals, bio-derived novel materials'}"
20000.21000,21000,"{'cs': 'Nanotechnologie', 'en': 'Nano-technology'}","{'cs': 'Nanotechnologie', 'en': 'Nano-technology'}"
20000.21000.21001,21001,"{'cs': 'Nanomateriály (výroba a vlastnosti)', 'en': 'Nano-materials (production and properties)'}","{'cs': 'Nanomateriály (výroba a vlastnosti)', 'en': 'Nano-materials (production and properties)'}"
20000.21000.21002,21002,"{'cs': 'Nanoprocesy (aplikace v nanoměřítku)', 'en': 'Nano-processes (applications on nano-scale)'}","{'cs': 'Nanoprocesy (aplikace v nanoměřítku)', 'en': 'Nano-processes (applications on nano-scale)'}"
20000.21100,21100,"{'cs': 'Ostatní inženýrství a technologie', 'en': 'Other engineering and technologies'}","{'cs': 'Ostatní inženýrství a technologie', 'en': 'Other engineering and technologies'}"
20000.21100.21101,21101,"{'cs': 'Výrobky potravinářského průmyslu a nápoje', 'en': 'Food and beverages'}","{'cs': 'Výrobky potravinářského průmyslu a nápoje', 'en': 'Food and beverages'}"
30000,30000,"{'cs': 'Lékařské vědy', 'en': 'Medical and health sciences'}","{'cs': 'Lékařské vědy', 'en': 'Medical and health sciences'}"
30000.30100,30100,"{'cs': 'Základní medicína', 'en': 'Basic medicine'}","{'cs': 'Základní medicína', 'en': 'Basic medicine'}"
30000.30100.30101,30101,"{'cs': 'Genetika člověka', 'en': 'Human genetics'}","{'cs': 'Genetika člověka', 'en': 'Human genetics'}"
30000.30100.30102,30102,"{'cs': 'Imunologie', 'en': 'Immunology'}","{'cs': 'Imunologie', 'en': 'Immunology'}"
